NAME	NES_6H	FDR_6H	NES_24H	FDR_24H	NES_48H	FDR_48H	NES_96H	FDR_96H
GOBP_MUSCULAR_SEPTUM_MORPHOGENESIS	0.9470134	0.8830665	1.533305	0.37464437	1.3623806	0.35430178	1.3868663	0.17544557
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPIRATION	0.94645	0.88417053	1.3025846	0.55449635	1.1453215	0.58758163	0.52385664	0.9934194
GOBP_PEPTIDE_TRANSPORT	0.94602716	0.88491446	1.0372887	0.80457896	1.3985035	0.32423407	1.6489358	0.04058346
GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS	0.9450455	0.88706595	0.7722038	0.97336304	-1.2725763	0.62444305	-1.4015173	0.31542054
GOBP_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION	0.94465035	0.88775146	1.1650245	0.678157	1.2850121	0.43132064	1.1879871	0.3553484
GOBP_REGULATION_OF_INCLUSION_BODY_ASSEMBLY	0.9446191	0.8875255	-0.95768964	0.92801917	-1.2640823	0.63340086	0.78358686	0.8816027
GOBP_REGULATION_OF_MAP_KINASE_ACTIVITY	0.9444222	0.88771635	-1.0460173	0.8897316	0.9706554	0.8026322	1.3433628	0.21155412
GOBP_PROTEIN_LOCALIZATION_TO_MICROTUBULE	0.9437789	0.88901645	0.6318238	0.9958692	1.0089806	0.75975984	1.1409942	0.41138113
GOBP_HETEROCHROMATIN_ORGANIZATION	0.943653	0.8890218	0.88720155	0.9155089	0.8246688	0.925699	0.76045907	0.90177774
GOBP_MITOPHAGY	0.943133	0.8900189	0.83617914	0.943433	0.70648617	0.9689079	1.0953611	0.4699135
GOBP_LUNG_EPITHELIUM_DEVELOPMENT	0.9429599	0.8901465	1.1539688	0.6872174	1.2735952	0.44265062	1.407344	0.15995581
GOBP_AXO_DENDRITIC_TRANSPORT	0.9425237	0.8909337	0.6267323	0.996234	0.8160277	0.9290216	1.6545333	0.039010458
GOBP_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION	0.94246507	0.890778	1.1867902	0.65784866	1.53654	0.19156103	1.5786215	0.065220594
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS	0.942117	0.8913334	-0.7929543	0.97305113	-1.2087369	0.68442655	0.90521324	0.74068296
GOBP_LIGAND_GATED_ION_CHANNEL_SIGNALING_PATHWAY	0.9414637	0.89265585	0.7973208	0.9643916	1.0554556	0.6979436	1.5485711	0.07874909
GOBP_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	0.94145507	0.8923752	0.93732536	0.8824184	0.9850051	0.79082614	1.4294366	0.14477906
GOBP_POSITIVE_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	0.9411849	0.89274234	-0.890108	0.95764506	0.6755169	0.9765993	1.1982027	0.34489557
GOBP_TRANSCYTOSIS	0.9409859	0.89292115	-0.704704	0.98198247	1.1144627	0.6288703	1.4129847	0.15587234
GOBP_S_ADENOSYLHOMOCYSTEINE_METABOLIC_PROCESS	0.94066805	0.89340425	1.0027714	0.8321943	0.70825857	0.9688384	-0.60317576	0.9916009
GOBP_LENS_FIBER_CELL_MORPHOGENESIS	0.9406538	0.8931368	1.0826181	0.7577935	1.1144611	0.628654	1.1786171	0.36581582
GOBP_LIVER_MORPHOGENESIS	0.9406418	0.89286214	1.4112135	0.4876075	1.6115687	0.13739191	1.6972665	0.02825529
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_IN_RESPONSE_TO_DNA_DAMAGE	0.94061977	0.8926137	0.6339024	0.9956197	0.6562588	0.97929496	-1.01927	0.7725562
GOBP_REGULATION_OF_MYOTUBE_DIFFERENTIATION	0.9405398	0.89251053	1.3228049	0.54161656	1.5579618	0.17454691	1.6869578	0.030689433
GOBP_ENDOCRINE_HORMONE_SECRETION	0.9404801	0.89235514	1.4472544	0.4575029	1.412775	0.314658	1.7614152	0.016375985
GOBP_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	0.9404719	0.8920734	1.3208761	0.54195493	1.4243889	0.30536178	1.2747998	0.27151734
GOBP_VITAMIN_K_METABOLIC_PROCESS	0.9401208	0.892644	0.7725468	0.9733504	0.40311125	1.0	-0.4694344	0.99981254
GOBP_PLASMACYTOID_DENDRITIC_CELL_ACTIVATION	0.93983626	0.8930407	0.9598634	0.86142474	0.7142654	0.96647424	0.6645453	0.96085984
GOBP_NEUROTROPHIN_PRODUCTION	0.9395189	0.8935255	-1.2920201	0.84964883	-1.4044441	0.50798374	-1.0212059	0.7716673
GOBP_EXTRACELLULAR_MATRIX_CELL_SIGNALING	0.939352	0.8936312	0.9346146	0.88577783	1.094382	0.65059584	0.63164943	0.9733706
GOBP_REGULATION_OF_MITOCHONDRIAL_FISSION	0.9392596	0.8935601	0.90096194	0.90836656	0.6227106	0.9866908	1.0605509	0.5150633
GOBP_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	0.9377208	0.8970513	1.3183392	0.5444047	1.2484602	0.4715179	1.1085495	0.45214474
GOBP_NEGATIVE_REGULATION_OF_FIBRINOLYSIS	0.9377061	0.8967824	1.5195282	0.39163637	1.5412916	0.18581593	1.557509	0.074560635
GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	0.9375814	0.8967879	1.0055354	0.8326243	1.2464805	0.47310108	1.9147857	0.003310237
GOBP_PHAGOCYTOSIS_RECOGNITION	0.9370726	0.89773715	-0.8727326	0.9666807	1.22626	0.49407163	1.1037796	0.4581203
GOBP_HOST_MEDIATED_REGULATION_OF_INTESTINAL_MICROBIOTA_COMPOSITION	0.9370552	0.897476	0.76747775	0.9756663	-1.1069483	0.7586766	-1.4023978	0.3143675
GOBP_REGULATION_OF_HYDROLASE_ACTIVITY	0.9369749	0.8973728	1.0817865	0.7583156	1.1563579	0.5760958	1.7034152	0.026894163
GOBP_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS	0.93696433	0.8970954	-1.0903755	0.88516665	-0.6424982	0.97389495	-1.5155228	0.19781092
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION	0.93673176	0.89736277	-0.89577186	0.95551354	0.8200675	0.9278219	1.2606021	0.28354836
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION	0.9365937	0.8974099	1.0719408	0.76613843	-1.0494231	0.7964214	0.77388036	0.8908824
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	0.9365111	0.8973108	1.2085961	0.6390412	1.3179941	0.3990673	1.7622986	0.016269645
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	0.9362055	0.89776033	1.155707	0.6872357	1.1963875	0.5253525	1.2280654	0.3147327
GOBP_FORMATION_OF_ANATOMICAL_BOUNDARY	0.9362038	0.89746267	0.9493082	0.87168777	1.1940527	0.528206	0.7864243	0.87876004
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	0.936051	0.8975349	1.1699944	0.67600566	1.1482427	0.58600277	1.2285017	0.3145145
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_ALPHA_PRODUCTION	0.9358479	0.89773196	1.1904215	0.6544988	1.3617395	0.3548399	0.722222	0.930411
GOBP_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	0.93583506	0.8974613	0.9265638	0.88900906	1.1004534	0.64382803	1.3167689	0.23326026
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	0.9356626	0.8975839	-0.7607768	0.9760866	1.2048608	0.51508224	1.8927239	0.0043833596
GOBP_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	0.935628	0.8973677	1.2780048	0.5816511	1.2793585	0.4371956	1.7018514	0.027262304
GOBP_GASTRIC_ACID_SECRETION	0.9353563	0.8977376	1.0868577	0.7546317	1.1862459	0.53821725	1.1715479	0.37400192
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	0.9352857	0.89760894	1.3831674	0.49479112	1.259903	0.45810544	1.5565307	0.074988835
GOBP_RESPONSE_TO_ISCHEMIA	0.9352289	0.89744645	0.9031419	0.9078997	0.9743768	0.7985541	1.2546241	0.28905556
GOBP_PEPTIDYL_LYSINE_TRIMETHYLATION	0.9352021	0.8972094	1.0485419	0.78945595	1.1734874	0.5557032	1.1267136	0.42878455
GOBP_POSITIVE_REGULATION_OF_DNA_METHYLATION_DEPENDENT_HETEROCHROMATIN_FORMATION	0.93499434	0.8974218	0.62390614	0.99643964	0.4303196	1.0	-1.1400689	0.6293297
GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE	0.9349181	0.89730287	1.0419396	0.79813224	1.0087969	0.75998914	1.067962	0.50528777
GOBP_REGULATION_OF_INNER_EAR_AUDITORY_RECEPTOR_CELL_DIFFERENTIATION	0.9344022	0.8982743	0.75749695	0.97848946	0.9509995	0.8268307	1.0368804	0.549382
GOBP_NITRIC_OXIDE_CGMP_MEDIATED_SIGNALING_PATHWAY	0.9342739	0.8982855	1.2277622	0.6228831	1.2652498	0.45075032	0.98163384	0.62905943
GOBP_REGULATION_OF_RUFFLE_ASSEMBLY	0.9341336	0.8983251	-0.77199256	0.9775701	0.6927569	0.97355866	1.276287	0.27004242
GOBP_EPITHELIAL_CELL_DEVELOPMENT	0.9337721	0.89890873	1.2026926	0.6458442	1.3539516	0.3646007	2.0383313	0.0006577744
GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	0.9335366	0.8991856	0.8991231	0.9078408	1.1138815	0.6294881	1.6621132	0.036949314
GOBP_VENTRICULAR_SEPTUM_DEVELOPMENT	0.9333916	0.89923984	1.2822747	0.5806669	1.7246436	0.07934123	2.0516396	0.0005545904
GOBP_REGULATION_OF_INTESTINAL_ABSORPTION	0.93334335	0.899059	0.7446493	0.9832117	0.49230495	0.99896395	0.6499593	0.9669471
GOBP_STRIATED_MUSCLE_CONTRACTION	0.9332922	0.89888084	1.1998808	0.6499386	1.5827849	0.15327808	2.0748801	0.00041790874
GOBP_MITOCHONDRION_LOCALIZATION	0.9331004	0.8990485	0.6792394	0.99007577	0.5741086	0.99470675	0.80868995	0.85473967
GOBP_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION	0.93308634	0.89878047	1.1940725	0.6534014	1.3200268	0.3978668	1.9714808	0.0016307379
GOBP_POSITIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	0.93288875	0.89897186	1.3366024	0.5262782	1.4071794	0.31598175	1.3903011	0.17274198
GOBP_REGULATION_OF_MRNA_BINDING	0.9323679	0.89994776	1.3560115	0.5149818	1.416664	0.31134403	0.553089	0.9879683
GOBP_VENOUS_BLOOD_VESSEL_DEVELOPMENT	0.93234384	0.89970404	1.432621	0.4666033	1.6002818	0.1447379	1.4177375	0.15255734
GOBP_REGULATION_OF_WNT_PROTEIN_SECRETION	0.93209726	0.90000856	1.0769551	0.7600891	1.230675	0.48774552	1.2656355	0.2785097
GOBP_CELLULAR_RESPONSE_TO_VIRUS	0.931736	0.90059716	0.9250085	0.89013463	0.9997181	0.77485996	1.489871	0.10830072
GOBP_CGMP_MEDIATED_SIGNALING	0.9315555	0.90073097	1.1406871	0.69452906	1.2204715	0.49865383	1.1863996	0.357266
GOBP_POSITIVE_REGULATION_OF_GLYCOLYTIC_PROCESS	0.93136454	0.90089023	0.9162338	0.8949314	1.120237	0.62025017	1.001807	0.60018975
GOBP_ENAMEL_MINERALIZATION	0.93126726	0.90082973	0.66465515	0.99205303	1.4710636	0.24601719	1.6197398	0.049347598
GOBP_RESPONSE_TO_EXTRACELLULAR_STIMULUS	0.931185	0.9007311	1.0608218	0.7767328	1.1173215	0.6254013	1.5124325	0.096420914
GOBP_NEGATIVE_REGULATION_OF_SODIUM_ION_TRANSPORT	0.9305886	0.90189785	1.111904	0.729363	1.3793077	0.3353542	1.6959044	0.028558813
GOBP_AORTA_DEVELOPMENT	0.9304729	0.90188015	1.4094619	0.48397622	1.7040993	0.088148065	1.9706404	0.001650111
GOBP_REGULATION_OF_VIRAL_PROCESS	0.93035054	0.9018722	0.9323821	0.88638455	0.8791878	0.8921124	1.0254952	0.5660239
GOBP_NEGATIVE_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH	0.93025833	0.90179735	-0.99126655	0.9207234	0.502578	0.9985372	-0.77614206	0.9640927
GOBP_HUMORAL_IMMUNE_RESPONSE	0.9299234	0.9023156	1.4942998	0.42844668	1.2912661	0.424563	1.3864421	0.17579094
GOBP_TOLL_SIGNALING_PATHWAY	0.92969817	0.90255785	1.030437	0.80844307	1.0374899	0.7232827	0.8256067	0.836209
GOBP_PEPTIDYL_THREONINE_DEPHOSPHORYLATION	0.9296477	0.90237814	-0.85107183	0.9676087	0.56423783	0.99542856	0.84009314	0.8230031
GOBP_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS	0.9295652	0.90227944	1.3191752	0.5436234	1.3998699	0.32285953	2.102574	0.00029026248
GOBP_BRANCHING_INVOLVED_IN_PROSTATE_GLAND_MORPHOGENESIS	0.9292889	0.9026516	1.5556605	0.36721405	1.4941851	0.2269243	1.3423108	0.21195412
GOBP_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.9292741	0.90238816	1.11001	0.7290767	1.3482478	0.37190554	1.760321	0.016520951
GOBP_SPHINGOMYELIN_METABOLIC_PROCESS	0.9286867	0.90351844	0.8356737	0.94309825	1.1304607	0.6073491	1.5246725	0.08987309
GOBP_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS	0.92853385	0.9035937	1.1130558	0.7279105	1.0009493	0.7727185	0.9938425	0.6119144
GOBP_PEPTIDE_MODIFICATION	0.9281972	0.9041077	0.8597525	0.93100786	0.976602	0.79643404	1.0989611	0.4651251
GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES	0.92794055	0.904434	0.9087088	0.9014187	0.790294	0.9391161	1.234682	0.30792928
GOBP_CHOLESTEROL_STORAGE	0.92780244	0.9044699	1.1441967	0.69251204	1.059648	0.69326794	1.0016274	0.60041654
GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT	0.9277999	0.9041757	1.0004637	0.8334495	1.229942	0.48871425	1.2345024	0.3081064
GOBP_CELL_SUBSTRATE_JUNCTION_DISASSEMBLY	0.9273684	0.9049177	1.1657019	0.67788744	1.2344239	0.4843061	1.5870993	0.06154616
GOBP_DENDRITIC_CELL_MIGRATION	0.92735934	0.9046397	1.159184	0.6873769	1.2516614	0.46703288	1.3581904	0.19919778
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION	0.9273459	0.904373	0.8714652	0.9235533	0.7984119	0.93622965	1.3884251	0.17442049
GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	0.92730486	0.90416974	1.0736781	0.7632938	1.0709342	0.6798439	1.1428905	0.40867963
GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_CELL_APOPTOTIC_PROCESS	0.9272895	0.90390694	-0.71656483	0.9857524	0.7513751	0.9536812	1.4217938	0.1494158
GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA	0.9272069	0.9038078	0.96473116	0.85823643	1.3150563	0.40210456	1.9648817	0.0017392829
GOBP_POSITIVE_REGULATION_OF_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	0.9271559	0.9036304	0.93342644	0.88503546	1.081541	0.66575176	1.0223594	0.5698216
GOBP_GLUCOCORTICOID_METABOLIC_PROCESS	0.92687476	0.9040031	1.2316313	0.6208499	1.1942413	0.52840096	1.3697582	0.18947057
GOBP_PROSTATE_GLAND_DEVELOPMENT	0.9264354	0.9047591	1.181392	0.6622624	1.5458813	0.18314429	1.2550479	0.2886973
GOBP_POSITIVE_REGULATION_OF_CELL_MORPHOGENESIS	0.9262137	0.9050021	0.6379685	0.995785	0.7305847	0.9623384	1.1779923	0.3663607
GOBP_RESPONSE_TO_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR	0.92619216	0.90475565	1.1548861	0.6876158	1.2611083	0.45619035	1.5399402	0.08240388
GOBP_REGULATION_OF_FATTY_ACID_TRANSPORT	0.92615896	0.9045377	0.8188165	0.95307255	-0.80670613	0.94086623	0.7690425	0.89486855
GOBP_RESPONSE_TO_OXYGEN_RADICAL	0.9260702	0.9044488	1.0793415	0.75787425	-0.6240349	0.9791298	-0.80997753	0.9543949
GOBP_REGULATION_OF_JNK_CASCADE	0.92589027	0.90458316	0.90057963	0.9086574	1.2415668	0.47825602	1.6145918	0.05156081
GOBP_NADPH_REGENERATION	0.92567205	0.90482026	0.52541566	1.0	-0.48675013	0.99347985	-0.5010487	0.9983656
GOBP_PROTEIN_AUTO_ADP_RIBOSYLATION	0.92563534	0.90460986	1.4245282	0.47487146	1.1381325	0.5958234	1.0773053	0.49338216
GOBP_ORGANISM_EMERGENCE_FROM_PROTECTIVE_STRUCTURE	0.925554	0.9045099	0.82326585	0.9507464	-0.9165579	0.8938599	-0.9640624	0.84882575
GOBP_POSITIVE_REGULATION_OF_MONOCYTE_DIFFERENTIATION	0.92512155	0.9052566	-0.9081786	0.9500863	0.80804676	0.9316853	-0.8622492	0.92955273
GOBP_CELLULAR_RESPONSE_TO_COCAINE	0.924831	0.9056577	0.6602203	0.99262655	0.78326136	0.94151086	0.87909913	0.77381444
GOBP_APOPTOTIC_CHROMOSOME_CONDENSATION	0.9242563	0.9067544	0.6256922	0.9964423	-0.5368113	0.98550653	-1.264477	0.48090973
GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	0.9238791	0.9073658	1.3839904	0.49589768	1.3044705	0.41193563	1.1438535	0.40752205
GOBP_ENDODERM_DEVELOPMENT	0.9238532	0.9071275	1.2087498	0.6397392	1.3386891	0.3803466	1.5335218	0.08562807
GOBP_HETEROTYPIC_CELL_CELL_ADHESION	0.9236568	0.90730774	0.9711965	0.8504099	1.4484012	0.27119577	1.9367812	0.0025399637
GOBP_NEGATIVE_REGULATION_OF_COMPLEMENT_ACTIVATION	0.9233818	0.90766674	1.4363519	0.4671421	1.0574211	0.69637406	0.8321514	0.8304939
GOBP_ACTIVATION_OF_PROTEIN_KINASE_C_ACTIVITY	0.92335916	0.90741956	0.8373122	0.9426706	-0.80577564	0.94127965	-0.83558273	0.9434476
GOBP_REGULATION_OF_MIRNA_CATABOLIC_PROCESS	0.9233351	0.90717965	0.5665412	0.9985727	0.6628279	0.97732365	0.9694571	0.6455642
GOBP_C_TERMINAL_PROTEIN_LIPIDATION	0.92327994	0.90700984	1.3967985	0.49008095	1.1330731	0.6034421	1.3767636	0.18329929
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS	0.9232185	0.9068598	0.85727084	0.9319302	0.740826	0.9564559	0.93671495	0.6932351
GOBP_INTRACELLULAR_PHOSPHATE_ION_HOMEOSTASIS	0.9229547	0.9072017	1.3544264	0.5151989	1.3698857	0.34672675	1.0062176	0.5937016
GOBP_REGULATION_OF_DNA_METHYLATION_DEPENDENT_HETEROCHROMATIN_FORMATION	0.92292976	0.90696263	0.7278827	0.98634225	0.4010237	1.0	-1.15058	0.6175064
GOBP_REGULATION_OF_SOMITOGENESIS	0.9228254	0.9069157	1.2732892	0.5875537	1.1805052	0.54586375	1.5731059	0.06750713
GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY	0.92262405	0.90709805	1.0107409	0.82850504	1.1117653	0.6321453	1.5820488	0.063850276
GOBP_RESPONSE_TO_HISTAMINE	0.9224944	0.90711033	0.7071582	0.9905256	0.9987292	0.77528876	1.1025188	0.45999444
GOBP_NUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS	0.9223897	0.9070624	1.3676116	0.5107116	1.3095719	0.4072476	1.4946077	0.10611535
GOBP_APOPTOTIC_SIGNALING_PATHWAY	0.9219842	0.9077375	0.9738736	0.84757376	0.8825531	0.88956463	1.466945	0.12144643
GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	0.9218603	0.90772915	1.2322897	0.6204069	1.0544323	0.6990318	-1.0718392	0.7085314
GOBP_SMALL_MOLECULE_METABOLIC_PROCESS	0.92128426	0.90879947	0.9309053	0.88656455	0.82170594	0.9271651	-0.95689815	0.85391116
GOBP_GLYCERALDEHYDE_3_PHOSPHATE_BIOSYNTHETIC_PROCESS	0.9212614	0.908553	1.1854186	0.6594826	-1.208386	0.6817582	-1.0035561	0.7918457
GOBP_REGULATION_OF_DNA_BINDING	0.9212196	0.90835035	1.1243826	0.7116732	1.2958307	0.42260888	1.6367779	0.0436223
GOBP_TORC1_SIGNALING	0.92114365	0.9082328	-0.47032446	1.0	-0.8257797	0.9347387	-0.59604514	0.99191415
GOBP_MEGAKARYOCYTE_DIFFERENTIATION	0.9210815	0.9080791	-0.90477586	0.9488673	-0.8345584	0.93556273	1.2747041	0.2715743
GOBP_REGULATION_OF_CELL_DIFFERENTIATION_INVOLVED_IN_EMBRYONIC_PLACENTA_DEVELOPMENT	0.9210263	0.9079157	0.9485764	0.87233955	1.0046724	0.76709133	1.0225303	0.5697366
GOBP_QUINOLINATE_BIOSYNTHETIC_PROCESS	0.9209618	0.9077756	0.88716435	0.9153297	0.8923537	0.8817301	0.93741184	0.6922884
GOBP_MITOCHONDRIAL_FISSION	0.92095643	0.9074914	0.80593854	0.9597852	0.5085868	0.99791193	0.75075763	0.9087749
GOBP_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	0.9209205	0.90727895	1.0149153	0.8233214	1.2706108	0.44508648	1.6756294	0.03341674
GOBP_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	0.9207977	0.90727544	0.86022216	0.930367	1.0684627	0.68188906	1.3334185	0.21944833
GOBP_FAT_SOLUBLE_VITAMIN_BIOSYNTHETIC_PROCESS	0.9206179	0.9074071	0.7753161	0.9725085	1.3500384	0.369479	1.3682767	0.19096443
GOBP_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	0.92050195	0.9073849	0.69450295	0.98976254	-1.221413	0.6723076	-1.6300164	0.11151441
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MATURATION	0.9204187	0.90728706	1.097321	0.7438033	1.0805253	0.6670858	1.5069584	0.099393465
GOBP_REGULATION_OF_LIPID_TRANSPORT	0.92025006	0.90739626	0.94762075	0.8727142	1.092331	0.65242755	1.4633566	0.12373408
GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION	0.91977286	0.9082396	0.6743002	0.9914332	0.9212471	0.85501707	1.133134	0.42035344
GOBP_OVULATION_CYCLE_PROCESS	0.91973627	0.90803075	1.0434798	0.7961779	1.0672845	0.68361753	0.9729399	0.6407947
GOBP_METANEPHRIC_NEPHRON_TUBULE_EPITHELIAL_CELL_DIFFERENTIATION	0.9197356	0.9077359	1.1025921	0.736325	1.2318052	0.48736477	1.2047188	0.33827257
GOBP_GOLGI_VESICLE_BUDDING	0.919733	0.9074456	-0.6856325	0.9861444	0.41933948	1.0	0.84936595	0.811503
GOBP_INHIBITORY_SYNAPSE_ASSEMBLY	0.91919005	0.90843505	-0.7268712	0.98179495	1.0113817	0.75643194	-0.5495339	0.99837226
GOBP_TRABECULA_FORMATION	0.9191842	0.9081516	1.2187006	0.6297727	1.379951	0.33622673	1.8043514	0.011028996
GOBP_TRANS_SYNAPTIC_SIGNALING_BY_BDNF	0.91889364	0.90855026	1.2714669	0.5884843	1.4761	0.24240808	1.5567433	0.07489348
GOBP_CELLULAR_PIGMENTATION	0.91883147	0.90840113	1.1489083	0.6917236	0.9481825	0.8293757	1.2790498	0.2678727
GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE	0.91868913	0.90844506	0.98822427	0.83767134	0.9026842	0.87470794	1.2446215	0.29828802
GOBP_EXTRAEMBRYONIC_MEMBRANE_DEVELOPMENT	0.9185589	0.90845805	-0.768112	0.97702956	-0.8487501	0.92576396	1.4041388	0.16247733
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	0.91834444	0.90866417	0.5921226	0.9994963	-0.7963854	0.94431	-1.1101029	0.6647623
GOBP_NUCLEAR_PORE_LOCALIZATION	0.91814727	0.9088331	0.70689124	0.9901258	-1.14962	0.7406645	-1.3459517	0.3867147
GOBP_RESPONSE_TO_ESTRADIOL	0.91800964	0.9088634	-0.8115349	0.9713727	1.0125092	0.754512	1.6051309	0.054873526
GOBP_ACTIN_FILAMENT_ORGANIZATION	0.9179574	0.90868926	0.88747776	0.91520494	1.2246289	0.49505216	1.9881929	0.0012940712
GOBP_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	0.91725165	0.9100615	0.5823826	0.9993988	0.9113334	0.8662455	1.2162414	0.32692638
GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION	0.91715014	0.91000104	1.0126678	0.8271051	0.7994423	0.9355724	-0.97122216	0.83950555
GOBP_POSITIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS	0.9165141	0.91122174	0.9578674	0.8638225	1.106286	0.6369465	2.0947528	0.0003083254
GOBP_RESPONSE_TO_WOUNDING	0.9161956	0.9116852	1.1856883	0.6593914	1.4042661	0.3191596	2.123305	0.00020167387
GOBP_REGULATION_OF_PROTEIN_SECRETION	0.9160076	0.91182745	-1.0638785	0.8807219	1.1641233	0.5660581	1.587975	0.061204474
GOBP_C21_STEROID_HORMONE_METABOLIC_PROCESS	0.9158937	0.9118036	1.288523	0.5770246	1.3746649	0.33851662	1.4915367	0.10760233
GOBP_REGULATION_OF_SKELETAL_MUSCLE_FIBER_DIFFERENTIATION	0.9154572	0.9125404	1.2741024	0.58765006	1.6112622	0.1369646	1.4757264	0.11588555
GOBP_INNATE_IMMUNE_RESPONSE_ACTIVATING_SIGNALING_PATHWAY	0.91530985	0.9126006	1.0541074	0.7842859	1.0807792	0.66685784	1.4947962	0.10600643
GOBP_REGULATION_OF_ENDOSOME_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	0.9152188	0.9125155	-0.8777283	0.9663837	-0.83981675	0.9335246	0.6724744	0.9563732
GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	0.9151599	0.91236067	1.0727822	0.76494944	0.96747017	0.8062548	1.4378059	0.13983256
GOBP_LIPOPROTEIN_LOCALIZATION	0.9150964	0.9122193	0.83543855	0.9430209	1.1456778	0.58710057	1.2369778	0.3056921
GOBP_GLOMERULUS_DEVELOPMENT	0.91489404	0.91240084	0.8479957	0.93662757	1.1953892	0.5267813	1.787383	0.013089001
GOBP_FIBROBLAST_MIGRATION	0.9148776	0.9121443	0.7915992	0.96454847	0.66270196	0.97723913	1.1476674	0.4024324
GOBP_METHYLGUANOSINE_CAP_DECAPPING	0.9145728	0.9125642	0.5671382	0.99874943	-0.6106178	0.98204404	0.7033173	0.94057465
GOBP_TYPE_I_HYPERSENSITIVITY	0.9139416	0.9137581	0.6871951	0.99053115	-1.3085922	0.60453814	-1.3135628	0.4227932
